id,language,category,slug,route,indexable,score,units,sourceCount,sourceHostCount,sectionCount,faqCount,verifiedAt,staleDays,generated,sourceFile,sourceHosts
shopify-vs-hostinger-website-builder-en,en,website-builders,shopify-vs-hostinger-website-builder,/en/website-builders/shopify-vs-hostinger-website-builder/,true,100,794,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#shopify-vs-hostinger-website-builder:en,shopify.com|help.shopify.com|hostinger.com
shopify-vs-squarespace-en,en,website-builders,shopify-vs-squarespace,/en/website-builders/shopify-vs-squarespace/,false,100,683,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#shopify-vs-squarespace:en,shopify.com|help.shopify.com|squarespace.com
shopify-vs-wix-en,en,website-builders,shopify-vs-wix,/en/website-builders/shopify-vs-wix/,false,85,464,3,3,6,2,2026-07-19,-1,true,content/article-batches/english-translations.json#shopify-vs-wix:en,shopify.com|wix.com|support.wix.com
shopify-vs-wordpress-com-en,en,website-builders,shopify-vs-wordpress-com,/en/website-builders/shopify-vs-wordpress-com/,false,100,733,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#shopify-vs-wordpress-com:en,shopify.com|help.shopify.com|wordpress.com
squarespace-vs-woocommerce-en,en,website-builders,squarespace-vs-woocommerce,/en/website-builders/squarespace-vs-woocommerce/,false,100,773,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#squarespace-vs-woocommerce:en,squarespace.com|woocommerce.com
webflow-vs-hostinger-website-builder-en,en,website-builders,webflow-vs-hostinger-website-builder,/en/website-builders/webflow-vs-hostinger-website-builder/,false,100,820,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#webflow-vs-hostinger-website-builder:en,webflow.com|help.webflow.com|hostinger.com
webflow-vs-shopify-en,en,website-builders,webflow-vs-shopify,/en/website-builders/webflow-vs-shopify/,false,100,760,4,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#webflow-vs-shopify:en,webflow.com|help.webflow.com|shopify.com|help.shopify.com
webflow-vs-squarespace-en,en,website-builders,webflow-vs-squarespace,/en/website-builders/webflow-vs-squarespace/,false,100,674,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#webflow-vs-squarespace:en,webflow.com|help.webflow.com|squarespace.com
webflow-vs-wix-en,en,website-builders,webflow-vs-wix,/en/website-builders/webflow-vs-wix/,false,100,679,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#webflow-vs-wix:en,webflow.com|help.webflow.com|wix.com
webflow-vs-woocommerce-en,en,website-builders,webflow-vs-woocommerce,/en/website-builders/webflow-vs-woocommerce/,false,100,802,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#webflow-vs-woocommerce:en,webflow.com|help.webflow.com|woocommerce.com
wix-vs-bigcommerce-en,en,website-builders,wix-vs-bigcommerce,/en/website-builders/wix-vs-bigcommerce/,false,100,755,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wix-vs-bigcommerce:en,wix.com|bigcommerce.com
wix-vs-squarespace-en,en,website-builders,wix-vs-squarespace,/en/website-builders/wix-vs-squarespace/,false,85,456,4,3,6,2,2026-07-19,-1,true,content/article-batches/english-translations.json#wix-vs-squarespace:en,wix.com|squarespace.com|support.squarespace.com
woocommerce-review-en,en,website-builders,woocommerce-review,/en/website-builders/woocommerce-review/,false,100,761,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#woocommerce-review:en,woocommerce.com
woocommerce-vs-bigcommerce-en,en,website-builders,woocommerce-vs-bigcommerce,/en/website-builders/woocommerce-vs-bigcommerce/,false,100,785,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#woocommerce-vs-bigcommerce:en,woocommerce.com|bigcommerce.com
woocommerce-vs-hostinger-website-builder-en,en,website-builders,woocommerce-vs-hostinger-website-builder,/en/website-builders/woocommerce-vs-hostinger-website-builder/,false,100,829,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#woocommerce-vs-hostinger-website-builder:en,woocommerce.com|hostinger.com
woocommerce-vs-shopify-en,en,website-builders,woocommerce-vs-shopify,/en/website-builders/woocommerce-vs-shopify/,false,100,764,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#woocommerce-vs-shopify:en,woocommerce.com|shopify.com|help.shopify.com
woocommerce-vs-wix-en,en,website-builders,woocommerce-vs-wix,/en/website-builders/woocommerce-vs-wix/,false,100,788,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#woocommerce-vs-wix:en,woocommerce.com|wix.com
wordpress-com-vs-framer-en,en,website-builders,wordpress-com-vs-framer,/en/website-builders/wordpress-com-vs-framer/,false,100,751,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wordpress-com-vs-framer:en,wordpress.com|framer.com
wordpress-com-vs-squarespace-en,en,website-builders,wordpress-com-vs-squarespace,/en/website-builders/wordpress-com-vs-squarespace/,false,100,728,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#wordpress-com-vs-squarespace:en,wordpress.com|squarespace.com
wordpress-com-vs-webflow-en,en,website-builders,wordpress-com-vs-webflow,/en/website-builders/wordpress-com-vs-webflow/,false,100,728,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#wordpress-com-vs-webflow:en,wordpress.com|webflow.com|help.webflow.com
wordpress-com-vs-wix-en,en,website-builders,wordpress-com-vs-wix,/en/website-builders/wordpress-com-vs-wix/,false,100,677,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#wordpress-com-vs-wix:en,wordpress.com|wix.com
wordpress-com-vs-woocommerce-en,en,website-builders,wordpress-com-vs-woocommerce,/en/website-builders/wordpress-com-vs-woocommerce/,false,100,780,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wordpress-com-vs-woocommerce:en,wordpress.com|woocommerce.com
wordpress-start-guide-en,en,website-builders,wordpress-start-guide,/en/website-builders/wordpress-start-guide/,true,85,399,2,1,6,2,2026-07-19,-1,true,content/article-batches/legacy-migrations.json#wordpress-start-guide:en,wordpress.org
chatgpt-vs-claude-ja,ja,ai-tools,chatgpt-vs-claude,/ja/ai-tools/chatgpt-vs-claude/,false,100,2005,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#chatgpt-vs-claude:ja,openai.com|claude.com
chatgpt-vs-gemini-ja,ja,ai-tools,chatgpt-vs-gemini,/ja/ai-tools/chatgpt-vs-gemini/,false,100,2047,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#chatgpt-vs-gemini:ja,openai.com|one.google.com|gemini.google.com
chatgpt-vs-microsoft-copilot-ja,ja,ai-tools,chatgpt-vs-microsoft-copilot,/ja/ai-tools/chatgpt-vs-microsoft-copilot/,false,100,2415,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#chatgpt-vs-microsoft-copilot:ja,openai.com|microsoft.com
chatgpt-vs-perplexity-ja,ja,ai-tools,chatgpt-vs-perplexity,/ja/ai-tools/chatgpt-vs-perplexity/,false,100,2221,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#chatgpt-vs-perplexity:ja,openai.com|perplexity.ai
claude-vs-gemini-ja,ja,ai-tools,claude-vs-gemini,/ja/ai-tools/claude-vs-gemini/,false,100,2015,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#claude-vs-gemini:ja,claude.com|one.google.com|gemini.google.com
claude-vs-microsoft-copilot-ja,ja,ai-tools,claude-vs-microsoft-copilot,/ja/ai-tools/claude-vs-microsoft-copilot/,false,100,2443,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#claude-vs-microsoft-copilot:ja,claude.com|microsoft.com
claude-vs-perplexity-ja,ja,ai-tools,claude-vs-perplexity,/ja/ai-tools/claude-vs-perplexity/,false,100,2197,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#claude-vs-perplexity:ja,claude.com|perplexity.ai
fathom-review-ja,ja,ai-tools,fathom-review,/ja/ai-tools/fathom-review/,false,100,2054,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#fathom-review:ja,fathom.ai
fathom-vs-tldv-ja,ja,ai-tools,fathom-vs-tldv,/ja/ai-tools/fathom-vs-tldv/,false,100,2176,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#fathom-vs-tldv:ja,fathom.ai|tldv.io
fireflies-review-ja,ja,ai-tools,fireflies-review,/ja/ai-tools/fireflies-review/,false,100,2026,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#fireflies-review:ja,fireflies.ai
fireflies-vs-fathom-ja,ja,ai-tools,fireflies-vs-fathom,/ja/ai-tools/fireflies-vs-fathom/,false,100,2294,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#fireflies-vs-fathom:ja,fireflies.ai|fathom.ai
fireflies-vs-tldv-ja,ja,ai-tools,fireflies-vs-tldv,/ja/ai-tools/fireflies-vs-tldv/,false,100,2228,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#fireflies-vs-tldv:ja,fireflies.ai|tldv.io
gemini-vs-microsoft-copilot-ja,ja,ai-tools,gemini-vs-microsoft-copilot,/ja/ai-tools/gemini-vs-microsoft-copilot/,false,100,2494,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#gemini-vs-microsoft-copilot:ja,one.google.com|gemini.google.com|microsoft.com
microsoft-copilot-review-ja,ja,ai-tools,microsoft-copilot-review,/ja/ai-tools/microsoft-copilot-review/,false,100,2176,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#microsoft-copilot-review:ja,microsoft.com
otter-review-ja,ja,ai-tools,otter-review,/ja/ai-tools/otter-review/,false,100,1954,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#otter-review:ja,otter.ai
otter-vs-fathom-ja,ja,ai-tools,otter-vs-fathom,/ja/ai-tools/otter-vs-fathom/,false,100,2197,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#otter-vs-fathom:ja,otter.ai|fathom.ai
otter-vs-fireflies-ja,ja,ai-tools,otter-vs-fireflies,/ja/ai-tools/otter-vs-fireflies/,false,100,2079,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#otter-vs-fireflies:ja,otter.ai|fireflies.ai
otter-vs-tldv-ja,ja,ai-tools,otter-vs-tldv,/ja/ai-tools/otter-vs-tldv/,false,100,2158,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#otter-vs-tldv:ja,otter.ai|tldv.io
perplexity-review-ja,ja,ai-tools,perplexity-review,/ja/ai-tools/perplexity-review/,false,100,2100,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#perplexity-review:ja,perplexity.ai
perplexity-vs-gemini-ja,ja,ai-tools,perplexity-vs-gemini,/ja/ai-tools/perplexity-vs-gemini/,false,100,2290,4,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#perplexity-vs-gemini:ja,perplexity.ai|one.google.com|gemini.google.com
perplexity-vs-microsoft-copilot-ja,ja,ai-tools,perplexity-vs-microsoft-copilot,/ja/ai-tools/perplexity-vs-microsoft-copilot/,false,100,2554,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#perplexity-vs-microsoft-copilot:ja,perplexity.ai|microsoft.com
tldv-review-ja,ja,ai-tools,tldv-review,/ja/ai-tools/tldv-review/,false,100,2023,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#tldv-review:ja,tldv.io
airtable-review-ja,ja,business-software,airtable-review,/ja/business-software/airtable-review/,false,100,2072,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#airtable-review:ja,airtable.com
airtable-vs-asana-ja,ja,business-software,airtable-vs-asana,/ja/business-software/airtable-vs-asana/,false,100,2224,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#airtable-vs-asana:ja,airtable.com|asana.com
airtable-vs-basecamp-ja,ja,business-software,airtable-vs-basecamp,/ja/business-software/airtable-vs-basecamp/,false,100,2427,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#airtable-vs-basecamp:ja,airtable.com|basecamp.com
airtable-vs-monday-ja,ja,business-software,airtable-vs-monday,/ja/business-software/airtable-vs-monday/,false,100,2312,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#airtable-vs-monday:ja,airtable.com|monday.com
airtable-vs-notion-ja,ja,business-software,airtable-vs-notion,/ja/business-software/airtable-vs-notion/,false,100,2224,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#airtable-vs-notion:ja,airtable.com|notion.com
asana-guide,ja,business-software,asana-guide,/ja/business-software/asana-guide/,true,85,516,2,2,5,2,2026-07-17,1,false,content/articles/ja/asana-guide.json,asana.com|help.asana.com
asana-vs-basecamp-ja,ja,business-software,asana-vs-basecamp,/ja/business-software/asana-vs-basecamp/,false,100,2269,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#asana-vs-basecamp:ja,asana.com|basecamp.com
asana-vs-monday-ja,ja,business-software,asana-vs-monday,/ja/business-software/asana-vs-monday/,false,100,2102,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#asana-vs-monday:ja,asana.com|monday.com
basecamp-review-ja,ja,business-software,basecamp-review,/ja/business-software/basecamp-review/,false,100,2111,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#basecamp-review:ja,basecamp.com
basecamp-vs-monday-ja,ja,business-software,basecamp-vs-monday,/ja/business-software/basecamp-vs-monday/,false,100,2326,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#basecamp-vs-monday:ja,basecamp.com|monday.com
basecamp-vs-trello-ja,ja,business-software,basecamp-vs-trello,/ja/business-software/basecamp-vs-trello/,false,100,2256,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#basecamp-vs-trello:ja,basecamp.com|trello.com
business-chat-tools-comparison,ja,business-software,business-chat-tools-comparison,/ja/business-software/business-chat-tools-comparison/,true,80,437,5,5,4,1,2026-07-17,1,false,content/articles/ja/business-chat-tools-comparison.json,slack.com|workspace.google.com|go.chatwork.com|line-works.com|microsoft.com
clickup-alternatives-ja,ja,business-software,clickup-alternatives,/ja/business-software/clickup-alternatives/,true,100,2512,8,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#clickup-alternatives:ja,clickup.com|monday.com|asana.com|notion.com
clickup-for-small-business-ja,ja,business-software,clickup-for-small-business,/ja/business-software/clickup-for-small-business/,true,100,2505,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#clickup-for-small-business:ja,clickup.com|monday.com|asana.com
clickup-pricing-guide-ja,ja,business-software,clickup-pricing-guide,/ja/business-software/clickup-pricing-guide/,true,100,2237,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#clickup-pricing-guide:ja,clickup.com
clickup-vs-airtable-ja,ja,business-software,clickup-vs-airtable,/ja/business-software/clickup-vs-airtable/,false,100,2237,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#clickup-vs-airtable:ja,clickup.com|airtable.com
clickup-vs-asana,ja,business-software,clickup-vs-asana,/ja/business-software/clickup-vs-asana/,false,100,2271,3,2,6,3,2026-07-18,0,false,content/articles/ja/clickup-vs-asana.json,clickup.com|asana.com
clickup-vs-basecamp-ja,ja,business-software,clickup-vs-basecamp,/ja/business-software/clickup-vs-basecamp/,false,100,2257,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#clickup-vs-basecamp:ja,clickup.com|basecamp.com
clickup-vs-monday-ja,ja,business-software,clickup-vs-monday,/ja/business-software/clickup-vs-monday/,true,100,1943,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#clickup-vs-monday:ja,clickup.com|monday.com
clickup-vs-todoist-ja,ja,business-software,clickup-vs-todoist,/ja/business-software/clickup-vs-todoist/,false,100,2171,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#clickup-vs-todoist:ja,clickup.com|todoist.com
clickup-vs-trello-ja,ja,business-software,clickup-vs-trello,/ja/business-software/clickup-vs-trello/,false,100,2059,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#clickup-vs-trello:ja,clickup.com|trello.com
custom-domain-email-guide,ja,business-software,custom-domain-email-guide,/ja/business-software/custom-domain-email-guide/,true,80,434,2,2,4,1,2026-07-17,1,false,content/articles/ja/custom-domain-email-guide.json,workspace.google.com|support.google.com
google-calendar-guide,ja,business-software,google-calendar-guide,/ja/business-software/google-calendar-guide/,true,70,346,1,1,4,1,2026-07-17,1,false,content/articles/ja/google-calendar-guide.json,support.google.com
google-chat-guide,ja,business-software,google-chat-guide,/ja/business-software/google-chat-guide/,true,80,433,2,2,4,1,2026-07-17,1,false,content/articles/ja/google-chat-guide.json,support.google.com|workspace.google.com
google-drive-guide,ja,business-software,google-drive-guide,/ja/business-software/google-drive-guide/,true,80,447,2,2,4,1,2026-07-17,1,false,content/articles/ja/google-drive-guide.json,support.google.com|one.google.com
google-meet-guide,ja,business-software,google-meet-guide,/ja/business-software/google-meet-guide/,true,80,368,2,2,4,1,2026-07-17,1,false,content/articles/ja/google-meet-guide.json,support.google.com|workspace.google.com
google-workspace-guide,ja,business-software,google-workspace-guide,/ja/business-software/google-workspace-guide/,true,70,418,1,1,4,1,2026-07-17,1,false,content/articles/ja/google-workspace-guide.json,workspace.google.com
jira-review-ja,ja,business-software,jira-review,/ja/business-software/jira-review/,false,100,2013,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#jira-review:ja,atlassian.com
jira-vs-airtable-ja,ja,business-software,jira-vs-airtable,/ja/business-software/jira-vs-airtable/,false,100,2294,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#jira-vs-airtable:ja,atlassian.com|airtable.com
jira-vs-asana-ja,ja,business-software,jira-vs-asana,/ja/business-software/jira-vs-asana/,false,100,2107,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#jira-vs-asana:ja,atlassian.com|asana.com
jira-vs-clickup-ja,ja,business-software,jira-vs-clickup,/ja/business-software/jira-vs-clickup/,false,100,2110,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#jira-vs-clickup:ja,atlassian.com|clickup.com
jira-vs-monday-ja,ja,business-software,jira-vs-monday,/ja/business-software/jira-vs-monday/,false,100,2218,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#jira-vs-monday:ja,atlassian.com|monday.com
jira-vs-trello-ja,ja,business-software,jira-vs-trello,/ja/business-software/jira-vs-trello/,false,100,2160,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#jira-vs-trello:ja,atlassian.com|trello.com
jira-vs-wrike-ja,ja,business-software,jira-vs-wrike,/ja/business-software/jira-vs-wrike/,false,100,2201,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#jira-vs-wrike:ja,atlassian.com|wrike.com
microsoft-teams-review-ja,ja,business-software,microsoft-teams-review,/ja/business-software/microsoft-teams-review/,false,100,2092,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#microsoft-teams-review:ja,microsoft.com
monday-alternatives-ja,ja,business-software,monday-alternatives,/ja/business-software/monday-alternatives/,true,100,2625,8,4,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#monday-alternatives:ja,monday.com|clickup.com|asana.com|wrike.com
monday-for-small-business-ja,ja,business-software,monday-for-small-business,/ja/business-software/monday-for-small-business/,true,100,2536,6,3,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#monday-for-small-business:ja,monday.com|clickup.com|asana.com
monday-pricing-guide-ja,ja,business-software,monday-pricing-guide,/ja/business-software/monday-pricing-guide/,true,100,2379,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-affiliate-intents.json#monday-pricing-guide:ja,monday.com
monday-vs-notion-ja,ja,business-software,monday-vs-notion,/ja/business-software/monday-vs-notion/,false,100,2191,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#monday-vs-notion:ja,monday.com|notion.com
monday-vs-trello-ja,ja,business-software,monday-vs-trello,/ja/business-software/monday-vs-trello/,false,100,2174,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#monday-vs-trello:ja,monday.com|trello.com
notion-vs-asana,ja,business-software,notion-vs-asana,/ja/business-software/notion-vs-asana/,false,100,2281,4,2,6,3,2026-07-18,0,false,content/articles/ja/notion-vs-asana.json,notion.com|asana.com
notion-vs-basecamp-ja,ja,business-software,notion-vs-basecamp,/ja/business-software/notion-vs-basecamp/,false,100,2269,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#notion-vs-basecamp:ja,notion.com|basecamp.com
notion-vs-clickup-ja,ja,business-software,notion-vs-clickup,/ja/business-software/notion-vs-clickup/,false,100,1839,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#notion-vs-clickup:ja,notion.com|clickup.com
notion-vs-jira-ja,ja,business-software,notion-vs-jira,/ja/business-software/notion-vs-jira/,false,100,2193,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#notion-vs-jira:ja,notion.com|atlassian.com
notion-vs-todoist-ja,ja,business-software,notion-vs-todoist,/ja/business-software/notion-vs-todoist/,false,100,2245,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#notion-vs-todoist:ja,notion.com|todoist.com
notion-vs-trello-ja,ja,business-software,notion-vs-trello,/ja/business-software/notion-vs-trello/,false,100,2063,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#notion-vs-trello:ja,notion.com|trello.com
notion-vs-wrike-ja,ja,business-software,notion-vs-wrike,/ja/business-software/notion-vs-wrike/,false,100,2115,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#notion-vs-wrike:ja,notion.com|wrike.com
slack-guide,ja,business-software,slack-guide,/ja/business-software/slack-guide/,true,70,409,1,1,4,1,2026-07-17,1,false,content/articles/ja/slack-guide.json,slack.com
slack-review-ja,ja,business-software,slack-review,/ja/business-software/slack-review/,false,100,1897,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#slack-review:ja,slack.com
slack-vs-google-chat,ja,business-software,slack-vs-google-chat,/ja/business-software/slack-vs-google-chat/,true,80,452,2,2,4,1,2026-07-17,1,false,content/articles/ja/slack-vs-google-chat.json,slack.com|workspace.google.com
slack-vs-microsoft-teams-ja,ja,business-software,slack-vs-microsoft-teams,/ja/business-software/slack-vs-microsoft-teams/,false,100,2091,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#slack-vs-microsoft-teams:ja,slack.com|microsoft.com
task-management-tools-comparison,ja,business-software,task-management-tools-comparison,/ja/business-software/task-management-tools-comparison/,true,80,410,4,4,4,1,2026-07-17,1,false,content/articles/ja/task-management-tools-comparison.json,asana.com|trello.com|notion.com|backlog.com
todoist-review-ja,ja,business-software,todoist-review,/ja/business-software/todoist-review/,false,100,2068,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#todoist-review:ja,todoist.com
todoist-vs-asana-ja,ja,business-software,todoist-vs-asana,/ja/business-software/todoist-vs-asana/,false,100,2190,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#todoist-vs-asana:ja,todoist.com|asana.com
todoist-vs-basecamp-ja,ja,business-software,todoist-vs-basecamp,/ja/business-software/todoist-vs-basecamp/,false,100,2408,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#todoist-vs-basecamp:ja,todoist.com|basecamp.com
todoist-vs-trello-ja,ja,business-software,todoist-vs-trello,/ja/business-software/todoist-vs-trello/,false,100,2189,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#todoist-vs-trello:ja,todoist.com|trello.com
trello-vs-airtable-ja,ja,business-software,trello-vs-airtable,/ja/business-software/trello-vs-airtable/,false,100,2239,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#trello-vs-airtable:ja,trello.com|airtable.com
trello-vs-asana-ja,ja,business-software,trello-vs-asana,/ja/business-software/trello-vs-asana/,false,100,1845,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparisons.json#trello-vs-asana:ja,trello.com|asana.com
trello-vs-wrike-ja,ja,business-software,trello-vs-wrike,/ja/business-software/trello-vs-wrike/,false,100,2103,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#trello-vs-wrike:ja,trello.com|wrike.com
wrike-review-ja,ja,business-software,wrike-review,/ja/business-software/wrike-review/,false,100,1969,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#wrike-review:ja,wrike.com
wrike-vs-airtable-ja,ja,business-software,wrike-vs-airtable,/ja/business-software/wrike-vs-airtable/,false,100,2275,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wrike-vs-airtable:ja,wrike.com|airtable.com
wrike-vs-asana-ja,ja,business-software,wrike-vs-asana,/ja/business-software/wrike-vs-asana/,false,100,2105,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#wrike-vs-asana:ja,wrike.com|asana.com
wrike-vs-basecamp-ja,ja,business-software,wrike-vs-basecamp,/ja/business-software/wrike-vs-basecamp/,false,100,2313,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-3.json#wrike-vs-basecamp:ja,wrike.com|basecamp.com
wrike-vs-clickup-ja,ja,business-software,wrike-vs-clickup,/ja/business-software/wrike-vs-clickup/,false,100,2069,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#wrike-vs-clickup:ja,wrike.com|clickup.com
wrike-vs-monday-ja,ja,business-software,wrike-vs-monday,/ja/business-software/wrike-vs-monday/,false,100,2173,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion-2.json#wrike-vs-monday:ja,wrike.com|monday.com
zoom-review-ja,ja,business-software,zoom-review,/ja/business-software/zoom-review/,false,100,2116,2,1,6,3,2026-07-19,-1,true,content/article-batches/bilingual-review-expansion.json#zoom-review:ja,zoom.com
zoom-vs-microsoft-teams-ja,ja,business-software,zoom-vs-microsoft-teams,/ja/business-software/zoom-vs-microsoft-teams/,false,100,2563,4,2,6,3,2026-07-19,-1,true,content/article-batches/bilingual-comparison-expansion.json#zoom-vs-microsoft-teams:ja,zoom.com|microsoft.com
